key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
557,0,1,0,4506690,49,52,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"L'élite des Crocs","Des unités d'élite des Crocs de Feu sont à Zahar'ak pour une manœuvre. Profitez de l'occasion pour éliminer le commandant et ses combattants d'élite.","","","","",,0,0,0,0,0,0,0,0,0,0,0
558,0,1,0,4514890,48,51,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#156","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: l'attiseur des flammes infernales","Afajj Koh, l'un des plus hauts prêtres amalj'aa chargés d'invoquer le Primordial Ifrit est à Zahar'ak. Ne laissez pas passer cette chance d'éradiquer ce serviteur du Seigneur des flammes<Indent/>!","","","","","ArrayEventHandler#852462",0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,,0,0,0,,,,"",0,"ScreenImage#0","ScreenImage#0","ScreenImage#0",False,False,False,0,0,False,False,False,0,0,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
560,0,1,0,4305219,32,37,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"L'insécurité de l'emploi","De nombreux mercenaires mamool ja sans emploi semblent incapables de résister à la tentation d'attaquer les voyageurs et de sombrer dans le banditisme pour subsister. Donnez-leur une leçon de civisme.","","","","",,0,0,0,0,0,0,0,0,0,0,0
561,0,1,0,4305695,34,39,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: alcool triste","Certaines créatures veulent du sang, et d'autres des trésors. Mais il y en a une qui ne veut ni l'un ni l'autre. Ce que veut Sekhmet, c'est du vin, et elle ne reculera devant rien pour s'emparer d'une bouteille, même commettre un massacre. La bête a pris goût à l'ale après avoir attaqué un marchand de vin. Il est temps de mettre un terme à cette habitude.","","","","",,0,0,0,0,0,0,0,0,0,0,0
562,0,2,0,4322369,33,38,"pot de miel de cueillepluie",1,0,0,"ui/icon/060000/060723.tex","ui/icon/060000/060503.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Entre miel et terre","Pour attirer plus d'abeilles afin de polliniser le vignoble, un vigneron a eu l'idée d'appliquer du miel de cueillepluie sur les tuteurs. Il lui faut maintenant des volontaires pour l'aider à récupérer le liquide sur les fleurs géantes.","Livrer le miel au vigneron","Miel livré","","",,0,0,0,0,0,0,0,0,0,0,0
563,0,1,0,4322430,33,38,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: ho, ho, ho<Indent/>!","Ne vous laissez pas berner par son rire jovial, car ce géant vert est tout sauf joyeux. Le goobbue envahissant croque tout ce qui passe à sa portée, y compris les aventuriers<Indent/>!","","","","",,0,0,0,0,0,0,0,0,0,0,0
564,0,1,0,4322460,32,37,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: celui dont on ne doit pas prononcer le nom","Quiconque appelle trois fois le nom de Metshaldjas invoque le terrible monstre des bois, venu des profondeurs de la terre pour semer la destruction sur le monde des hommes. Heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment, peu de gens arrivent à dire cor<SoftHyphen/>rec<SoftHyphen/>te<SoftHyphen/>ment son nom imprononçable. Mal<SoftHyphen/>heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment, quelqu'un vient juste d'y arriver.","","","","",,0,0,0,0,0,0,0,0,0,0,0
565,0,1,0,4322470,33,38,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Laissez-moi rentrer chez moi !","Des bêtes baveuses bloquent le chemin du livreur de vin qui voudrait bien retrouver les bras accueillants de sa douce et tendre maintenant que sa journée est finie. Faites suf<SoftHyphen/>fi<SoftHyphen/>sam<SoftHyphen/>ment peur aux créatures pour que le pauvre garçon puisse retrouver sa mie.","","","","",,0,0,0,0,0,0,0,0,0,0,0
566,0,1,0,4311936,32,37,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Quand le liège assiège","Les bulbes de liège choisissent souvent de planter leurs racines le long des falaises pour se protéger des prédateurs. Les trous ainsi creusés sont une cause majeure de glissements de terrain qui bloquent les chemins et provoquent des dégâts. Traquez les bulbes et détruisez-les pour protéger les chemins. ","","","","",,0,0,0,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,,0,0,0,,,,"",0,"ScreenImage#0","ScreenImage#0","ScreenImage#0",False,False,False,0,0,False,False,False,0,0,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
568,0,1,0,4305722,44,49,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Recon<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ce au barrage du nord","Un groupe d'éclaireurs sahuagins s'est approché du barrage du nord afin d'évaluer ses défenses. Repoussez les hommes-bêtes jusqu'à la mer.","","","","",,0,0,0,0,0,0,0,0,0,0,0
569,0,1,0,4305743,44,49,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Percée du barrage du nord","Après une tentative ratée de la garnison de repousser un groupe de sahuagins du barrage du nord, ces derniers se sont enhardis au point de percer une brèche dans l'immense mur. Il faut à tout prix empêcher les sahuagins et leur chef Meww le déferlant de passer.","","","","",,0,0,0,0,0,0,0,0,0,0,0
570,0,1,0,4305807,45,50,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Recon<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ce au barrage du sud","Un groupe d'éclaireurs sahuagins s'est approché du barrage du sud afin d'évaluer ses défenses. Repoussez les hommes-bêtes jusqu'à la mer.","","","","",,0,0,0,0,0,0,0,0,0,0,0
571,0,1,0,4305839,45,50,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Percée du barrage du sud","Après un raid de recon<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ce des Sahuagins au barrage du sud, ces derniers ont nommé à la tête de leur offensive Mouu le refluant. Il faut à tout prix les empêcher de passer.","","","","",,0,0,0,0,0,0,0,0,0,0,0
572,0,1,0,4305873,44,49,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: qui veut la peau du requin ?","L'officier sahuagin de haut rang Voll peau de requin est arrivé au barrage du nord pour surveiller le travail de ses subordonnés. Il ne faut pas rater une telle occasion de rapporter la tête de ce tueur. Ne le laissez pas s'échapper !","","","","","ArrayEventHandler#852518",0,0,0,0,0,0,0,0,0,0,0
573,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
574,0,1,0,4325113,46,50,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"La tentation du serpent de mer","Le chef sahuagin esclavagiste Worr le fanon d'acier mène toute une armée de malheureux prisonniers subjugués. Il faut rapidement le mettre hors d'état de nuire et mettre un terme à sa sinistre réputation.","","","","","ArrayEventHandler#852519",0,0,0,0,0,0,0,0,0,0,0
575,0,1,0,4305900,48,51,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Marquée de votre lame","La célèbre capitaine des pillards du serpent, Aermswys la marquée, se cacherait quelque part dans le Nid de serpents. Traquez la criminelle et renvoyez-la dans les abysses.","","","","","ArrayEventHandler#852520",0,0,0,0,0,0,0,0,0,0,0
576,0,1,0,4305919,40,45,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"C'est pas l'homme qui prend la mer...","Certains marins, même après la mort, ne supportent pas d'être séparés de la mer et leurs gémissements viennent témoigner des chaînes qui les retiennent dans le monde physique. Venez à bout de ces esprits errants et brisez ces liens afin qu'ils retournent dans l'au-delà.","","","","",,0,0,0,0,0,0,0,0,0,0,0
577,0,1,0,4305941,40,45,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: mante à l'eau","Il existe une mante dotée de pinces assez puissantes pour briser même la pierre : la mante royale, mutilatrice connue pour ses mœurs carnivores. Elle aurait fait son apparition sur une plage après éclosion d'œufs issus du naufrage d'un navire étranger. Neutralisez-la en gardant la tête sur les épaules... pour ne pas perdre la vôtre.","","","","",,0,0,0,0,0,0,0,0,0,0,0
578,0,1,0,4515004,49,52,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#156","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: le messager des vagues","Yarr, l'un des plus hauts prêtres sahuagins chargés d'invoquer le Primordial Léviathan est au Frai de Sapsa. Ne laissez pas passer cette chance d'éradiquer ce serviteur du Déchaîneur des marées<Indent/>!","","","","","ArrayEventHandler#852461",0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
580,0,1,0,4314937,34,39,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"De hauteur de golem","La longue et sinueuse route nommée L'Ascension est un des seuls moyens d'atteindre le camp du Guet. Or, lorsque cette route est bloquée par des golems invoqués par de puissants sorciers pour piller marchands et caravanes, les riverains en souffrent. Éliminez les golems de basalte pour assurer la sécurité de ceux qui empruntent L'Ascension.","","","","",,0,0,0,0,0,0,0,0,0,0,0
581,0,1,0,4306089,34,39,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: un coeurl à prendre","Après avoir dévoré vingt-sept des ouvriers envoyés pour bâtir le camp du Guet, Ose, roi des coeurls, terrorise de nouveau les ingénieurs du Maelstrom stationnés à l'avant-poste. Éliminez la bête noire de la grande compagnie limséenne.","","","","",,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
583,0,1,0,4323037,34,39,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Hauts les coeurls","Une meute de coeurls rôde le long de l'étroite route de montagne qui mène au camp du Guet, attaquant tout être assez imprudent pour s'en approcher. Venez à bout des créatures et sécurisez la route.","","","","",,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
586,0,1,0,4306101,44,49,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: pas de concession sur les concessions","Be Ze, piocheur du 59e ordre des Kobolds et ennemi de tous les mineurs de la Noscea, est tristement célèbre pour exploiter sans vergogne les filons de minerai, les laissant épuisés sans laisser la moindre chance à ceux qui viennent chercher fortune à O'Ghomoro. Il faut donner une bonne leçon à cet avide homme-bête.","","","","","ArrayEventHandler#852515",0,0,0,0,0,0,0,0,0,0,0
587,0,1,0,4323906,41,46,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: un Kobold sachant forer...","Sous les ordres de Go Zu, leur matriarche, les Kobolds du 59e ordre ont commencé les forages sur leur site de fouilles improvisé. Empêchez-les de progresser en détruisant leurs outils.","","","","","ArrayEventHandler#852516",0,0,0,0,0,0,0,0,0,0,0
588,0,1,0,4306107,41,46,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Le temps est à la grenade","Sans que l'on sache pourquoi, un nuage de grenades du néant a quitté son monde pour voler en direction du camp du Guet. Si elles arrivaient à l'avant-poste, il y aurait sans doute des morts... Il faut donc désamorcer ce danger au plus vite.","","","","",,0,0,0,0,0,0,0,0,0,0,0
589,0,1,0,4306118,41,46,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: peur de l'orage<Indent/>?","Brounger serait un esprit capable d'invoquer de terribles orages célestes. Que vous croyiez ou non à cette histoire, un esprit mythique erre bel et bien en ce moment dans la Noscea extérieure et on dit qu'il conjure de terribles orages...","","","","",,0,0,0,0,0,0,0,0,0,0,0
590,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
591,0,1,0,4322668,30,35,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: qui a vu mon dragon ?","Un vieil explorateur récemment revenu des environs de la cité flottante de Nym est convaincu d'y avoir vu un dragon géant. Maintenant, la rumeur s'est répandue et toute la région grouille de tueurs de dragons en herbe qui veulent vaincre ce qui est en réalité un peryton, malheureuse victime de l'erreur de l'homme...","","","","",,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
593,0,1,0,4306704,34,39,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Véloces raptors","Quelque chose qui venait de plus loin qu'O'Ghomoro a affolé une meute de raptors et les reptiles menacent à présent de blesser les résidents du camp du Guet, voire même plus loin encore. Trouvez ces créatures et éliminez-les.","","","","",,0,0,0,0,0,0,0,0,0,0,0
594,0,1,0,4322679,34,39,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: je ne suis pas un numéro","Une expérience de création kobolde a mal tourné<Indent/>: numéro 128, créature incapable d'obéir à ses maîtres, a fini par être abandonné par ces derniers. Trouvez le golem perdu et mettez fin à cette erreur de la nature.","","","","",,0,0,0,0,0,0,0,0,0,0,0
595,0,4,0,4324006,34,39,,8,0,0,"ui/icon/060000/060724.tex","ui/icon/060000/060504.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Kobolds en embuscade","Une unité logistique du Maelstrom s'est trouvée bloquée en pleine livraison de matériel à cause d'une blessure de son chocobo. Attaqué par des Kobolds, le malheureux lutte pour sa survie sans pouvoir s'enfuir. Toute aide sera la bienvenue.","","Fourrier embarrassé","","",,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
597,0,1,0,4306150,48,51,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: révolution industrielle","Bi Go, prieur du 59e ordre, est un alchimiste doué, connu pour ses expériences sur les doblyns. Ses recherches ont mené à de grandes améliorations dans les techniques de métallurgie des Kobolds, ce qui devrait, à terme, mener à de meilleures armes kobolds, et donc à plus de morts du côté du Maelstrom. Retrouvez ce prieur et mettez fin à ses progrès.","","","","",,0,0,0,0,0,0,0,0,0,0,0
598,0,1,0,4323053,47,50,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: ne pas réveiller la statue qui dort...","À force de creuser dans tous les sens, les Kobolds ont exhumé quelque chose de dangereux<Indent/>: une statue vivante d'une époque lointaine, sortie de son sommeil éternel pour se remettre à tuer.","","","","","ArrayEventHandler#852517",0,0,0,0,0,0,0,0,0,0,0
599,0,1,0,4514938,47,50,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#156","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: l'allocutaire de la roche","Ze Bu, patriarche du 5e ordre et l'un des plus hauts prêtres kobolds chargés d'invoquer le Primordial Titan, est aux mines d'U'Ghamaro. Ne laissez pas passer cette chance d'éradiquer ce serviteur de l'Ébranleur des terres<Indent/>!","","","","","ArrayEventHandler#852460",0,0,0,0,0,0,0,0,0,0,0
600,0,1,0,4321538,31,36,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Mornes lindwurms","Une botaniste qui voulait se rendre à la mare de l'Espoir a été attaquée par une meute de lindwurms. Massacrez les reptiles pour qu'ils ne fassent plus de mal à personne.","","","","",,0,0,0,0,0,0,0,0,0,0,0
601,0,2,0,4326442,30,35,"poignée de spores de champignon venimeux",1,0,0,"ui/icon/060000/060723.tex","ui/icon/060000/060503.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Soigner le mal par le mal","Les vigiles sombres ont besoin de spores de champignon venimeux pour créer un antidote... contre les spores de champignon venimeux. Ils sont prêts à acheter tout ce que vous leur apporterez, du moment que le produit est pur.","Livrer les spores aux vigiles sombres","Poignées livrées","","",,0,0,0,0,0,0,0,0,0,0,0
602,0,1,0,4309238,31,36,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Départs","Les revenants sont des âmes perdues qui errent au fond des grottes en se lamentant. Ramenez le calme dans la forêt en purifiant les revenants.","","","","",,0,0,0,0,0,0,0,0,0,0,0
603,0,2,0,4309303,33,38,"pierre d'âme",1,0,0,"ui/icon/060000/060723.tex","ui/icon/060000/060503.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Un golem, comment ça marche ?","Les golems sont encore entourés de nombreux mystères, en particulier sur ce qui anime leur corps. Le Temple de la Sérénité cherche à comprendre les secrets de ces créatures et a besoin de pierres d'âme pour y arriver.","Livrer des pierres d'âme à l'élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>te","Élémentaliste curieux","","",,0,0,0,0,0,0,0,0,0,0,0
604,0,1,0,4309352,43,48,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: le plus Revanchard des deux","Au fin fond de la Sylve réside un spriggan dont le cœur est plus noir encore que sa fourrure. Son nom : Revanchard. Malveillante à souhait, cette créature ne fait pas de différence entre amis et ennemis, attaquant sans pitié quiconque croise son chemin. Les esprits ont parlé<Indent/>: les heures de Revanchard dans la forêt sont comptées.","","","","",,0,0,0,0,0,0,0,0,0,0,0
605,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,,0,0,0,,,,"",0,"ScreenImage#0","ScreenImage#0","ScreenImage#0",False,False,False,0,0,False,False,False,0,0,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
607,0,2,0,4322578,40,45,"souvenir de Sylphe disparu",1,0,0,"ui/icon/060000/060723.tex","ui/icon/060000/060503.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Vivre libre ou mourir","Des amis de Phanaxio ont été tués par ses frères sylphes pour avoir refusé de participer au rite d'invocation de Ramuh. Bien qu'il sache que rien ne les ramènera à la vie, Phanaxio cherche les affaires de ses camarades pour garder un souvenir d'eux.","Apporter les souvenirs des Sylphes disparus à Phanaxio","Souvenirs livrés","","",,0,0,0,0,0,0,0,0,0,0,0
608,0,1,0,4322626,40,45,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Occlusion d'otyughs","Les Sylphes ont lâché des otyughs dans la forêt pour dissuader les intrus de pénétrer sur leur territoire. Les créatures ont cependant pullulé et menacent la flore environnante. Éliminez les otyughs en surnombre.","","","","",,0,0,0,0,0,0,0,0,0,0,0
609,0,1,0,4309359,43,48,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: Cassienova","La veuve éplorée d'un chasseur offre une récompense pour la mort du monstre qui n'a fait qu'une bouchée de son mari à Chantalouette. Il s'agit d'une morbole à l'haleine puissante nommée Cassie la capricieuse.","","","","",,0,0,0,0,0,0,0,0,0,0,0
610,0,1,0,4323043,42,47,,0,0,0,"ui/icon/060000/060721.tex","ui/icon/060000/060501.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Entre deux feux","Un groupe de Sylphes subjugués s'en est pris à une unité d'éclaireurs impériaux, cer<SoftHyphen/>tai<SoftHyphen/>ne<SoftHyphen/>ment envoyés à Chantalouette pour espionner l'ordre des Deux Vipères. Repoussez l'envahisseur impérial déjà aux prises avec les Sylphes hostiles, en prenant garde aux deux feux.","","","","",,0,0,0,0,0,0,0,0,0,0,0
611,0,4,0,4323403,42,47,,8,0,0,"ui/icon/060000/060724.tex","ui/icon/060000/060504.tex",,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Subjugués ingrats","Apparemment, le mot “gratitude” ne fait pas partie du vocabulaire des Sylphes. Ceux qui ont survécu sont repartis chez eux pour y chercher des renforts... et lancer une attaque sur vous ! Repoussez les vagues ennemies tout en protégeant Mianne.","","Mianne","","",,0,0,0,0,0,0,0,0,0,0,0
612,0,1,0,4309371,44,49,,0,0,0,"ui/icon/060000/060722.tex","ui/icon/060000/060502.tex",,"music/ffxiv/BGM_Fate_Mid.scd",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"Défi<Indent/>: une option sur l'optio","L'optio impérial Aulus rem Vulso, accompagné d'un petit détachement de soldats, est parti en expédition pour observer en personne des vestiges de machines de guerre. C'est une occasion idéale pour l'attaquer, sa défaite porterait un coup dur à l'Empire. Ne laissez pas passer cette chance !","","","","",,0,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,1,1,,0,0,0,,,,"",0,"ScreenImage#33","ScreenImage#34","ScreenImage#35",True,False,False,0,0,False,False,False,0,34,0,"","","","","","",,0,0,0,0,0,0,0,0,0,0,0
